id,loan_status,grade,loan_amnt,term,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,total_acc
35004223,Charged Off,F,14000, 60 months,OWN,32000,33.98,1,1,27
35206466,Charged Off,E,12375, 36 months,RENT,50000,6.02,0,1,6
5095496,Charged Off,D,6025, 36 months,RENT,42000,13.57,0,1,28
35126544,Charged Off,D,14400, 60 months,RENT,55000,23.02,0,1,25
34874442,Charged Off,E,18350, 60 months,RENT,40000,36.389999,0,0,7
35307500,Charged Off,E,23725, 60 months,RENT,103000,38.330002,0,0,51
35286531,Charged Off,D,15000, 60 months,MORTGAGE,87500,9.6099997,0,1,58
34342930,Charged Off,C,21000, 60 months,MORTGAGE,97500,13,0,0,27
34883817,Charged Off,F,10800, 60 months,RENT,30000,22.48,0,0,7
35286534,Charged Off,E,10000, 60 months,RENT,110000,18.73,2,0,45
35256523,Charged Off,C,18825, 60 months,RENT,41000,10.86,0,0,9
35236611,Charged Off,D,10000, 60 months,MORTGAGE,60000,4.9200001,0,0,8
35116514,Charged Off,D,14950, 36 months,MORTGAGE,30000,39.32,0,0,32
35236610,Charged Off,B,27125, 36 months,MORTGAGE,75000,25.440001,0,0,22
35317503,Charged Off,C,10000, 36 months,RENT,26000,8.3999996,2,1,10
35186526,Charged Off,E,20800, 60 months,RENT,65000,34.990002,3,1,30
35256487,Charged Off,C,10800, 60 months,RENT,33000,24.870001,0,0,11
35216578,Charged Off,B,11200, 60 months,RENT,40000,17.67,0,1,27
35317556,Charged Off,E,12500, 60 months,MORTGAGE,35000,32.130001,0,1,13
35176542,Charged Off,C,8000, 36 months,RENT,40000,24.639999,0,0,14
35226388,Charged Off,D,4700, 36 months,RENT,50000,7.5100002,0,1,5
35206536,Charged Off,C,28000, 60 months,MORTGAGE,74000,12.77,0,0,25
34914454,Charged Off,F,15000, 60 months,RENT,50000,33.560001,0,1,21
35256524,Charged Off,G,35000, 60 months,MORTGAGE,126000,23.27,0,0,20
35276536,Charged Off,D,10000, 60 months,MORTGAGE,76000,22.389999,0,2,46
35276494,Charged Off,D,8950, 36 months,OWN,57468,13.49,2,0,28
35348516,Charged Off,C,12000, 60 months,MORTGAGE,54000,18.709999,0,0,17
34993467,Charged Off,C,8000, 36 months,RENT,70000,11.43,0,0,10
35186493,Charged Off,B,15000, 60 months,MORTGAGE,40000,31.309999,0,0,21
35338521,Charged Off,C,7475, 36 months,OWN,21000,22.23,0,0,14
35338467,Charged Off,B,18000, 36 months,RENT,60000,15.37,0,0,32
35156560,Charged Off,C,9600, 36 months,MORTGAGE,40000,8.5200005,0,0,9
32279029,Charged Off,E,1975, 36 months,MORTGAGE,40000,26.190001,0,1,39
35256351,Charged Off,C,7500, 36 months,RENT,22000,32.41,0,0,24
35307154,Charged Off,D,12175, 60 months,RENT,34000,11.47,1,0,38
35266428,Charged Off,C,20000, 60 months,RENT,50000,37.57,4,3,41
35063629,Charged Off,D,24000, 60 months,RENT,75000,7.3800001,2,0,26
35044699,Charged Off,C,6600, 36 months,RENT,28000,23.620001,0,0,26
35236495,Charged Off,C,25000, 60 months,RENT,100000,9.9700003,1,0,28
35256401,Charged Off,C,15950, 36 months,MORTGAGE,125000,10.74,0,1,35
35126490,Charged Off,B,12000, 36 months,RENT,113500,7.2199998,0,0,17
35216450,Charged Off,E,21075, 60 months,MORTGAGE,94500,34.529999,0,0,24
35246361,Charged Off,F,15000, 60 months,MORTGAGE,50000,20.809999,0,1,14
35286427,Charged Off,A,24000, 36 months,RENT,110000,14.52,0,1,15
35176278,Charged Off,D,9600, 36 months,MORTGAGE,35040,34.419998,0,0,27
35327503,Charged Off,D,15025, 60 months,RENT,60000,4.6999998,0,0,5
35136436,Charged Off,D,10000, 60 months,RENT,35000,34.639999,0,1,10
35146370,Charged Off,B,6500, 36 months,OWN,35000,24.73,0,0,25
34924007,Charged Off,C,12525, 36 months,MORTGAGE,53500,19.129999,0,2,31
35044630,Charged Off,C,12000, 36 months,RENT,45000,20.530001,0,3,23
34302447,Charged Off,E,16750, 60 months,RENT,40000,34.439999,0,1,19
35186373,Charged Off,D,10000, 36 months,RENT,35000,19.33,0,1,22
32299894,Charged Off,G,35000, 60 months,MORTGAGE,115000,20.139999,0,1,28
31497114,Charged Off,E,35000, 60 months,MORTGAGE,90000,15.44,0,1,9
35136391,Charged Off,D,13975, 60 months,MORTGAGE,89000,19.82,1,0,41
35126444,Charged Off,C,2500, 36 months,MORTGAGE,45000,18.309999,0,0,9
34934175,Charged Off,A,16000, 36 months,RENT,80000,21.35,1,1,22
35307374,Charged Off,C,18000, 60 months,RENT,56000,9.2399998,0,1,11
35176198,Charged Off,D,28000, 60 months,RENT,145000,4.5100002,0,1,17
35296379,Charged Off,B,8000, 36 months,MORTGAGE,44000,7.5599999,1,0,42
35327435,Charged Off,E,14550, 36 months,RENT,48500,27.639999,0,3,20
35226417,Charged Off,D,15750, 60 months,RENT,48000,28.200001,0,0,35
35256460,Charged Off,D,10000, 60 months,OWN,35000,24.549999,0,0,32
35317440,Charged Off,E,24625, 60 months,RENT,65000,29.51,0,0,29
35317410,Charged Off,C,8000, 36 months,RENT,44000,37.450001,0,1,34
34141919,Charged Off,C,10000, 60 months,OWN,48000,19.93,0,0,8
35063745,Charged Off,C,15000, 36 months,RENT,45000,21.200001,0,0,27
35196507,Charged Off,A,6000, 36 months,MORTGAGE,52000,6.8099999,1,0,16
35176436,Charged Off,D,24925, 36 months,RENT,50000,19.99,0,0,31
35256463,Charged Off,C,18600, 60 months,RENT,55000,30.959999,0,0,18
35166364,Charged Off,D,12000, 36 months,MORTGAGE,65000,16.059999,0,0,22
35156133,Charged Off,C,13800, 60 months,RENT,75000,29.09,1,0,48
35136341,Charged Off,B,8500, 36 months,RENT,43000,20.01,0,6,35
34622914,Charged Off,C,12000, 36 months,RENT,50000,24.34,1,2,23
35094778,Charged Off,D,15000, 60 months,MORTGAGE,94000,13.9,0,2,31
35156333,Charged Off,E,20825, 60 months,MORTGAGE,120000,34.349998,1,1,51
35216383,Charged Off,C,6000, 36 months,MORTGAGE,96000,26.879999,1,3,46
35116355,Charged Off,B,21000, 36 months,MORTGAGE,100000,16.200001,0,1,40
35084601,Charged Off,C,12375, 36 months,MORTGAGE,40000,22.700001,0,0,17
35176361,Charged Off,C,15000, 36 months,RENT,52000,20.68,0,1,15
35186299,Charged Off,C,5000, 36 months,RENT,47000,26.43,0,2,22
35216145,Charged Off,E,15350, 60 months,RENT,140000,6.1700001,0,0,26
35276143,Charged Off,B,10000, 60 months,OWN,73000,14.45,0,0,14
35286390,Charged Off,B,10000, 36 months,MORTGAGE,93000,15.02,0,0,16
35246293,Charged Off,G,28000, 60 months,RENT,70000,25.799999,1,2,29
34453042,Charged Off,F,10500, 60 months,RENT,44344,10.58,0,2,10
35358323,Charged Off,B,12000, 36 months,OWN,75000,16.82,0,1,21
34653166,Charged Off,D,8350, 36 months,RENT,28000,5.8299999,0,1,4
35286239,Charged Off,B,14000, 60 months,MORTGAGE,63000,17.120001,0,1,25
35348348,Charged Off,E,35000, 60 months,MORTGAGE,75000,30.82,2,0,60
35146345,Charged Off,C,25000, 60 months,MORTGAGE,425000,1.51,0,3,55
35358309,Charged Off,B,20000, 36 months,MORTGAGE,89000,10.71,0,0,43
35327393,Charged Off,C,20000, 36 months,RENT,95000,21.719999,1,2,18
34884479,Charged Off,E,17975, 60 months,MORTGAGE,50000,23.120001,0,0,25
35196428,Charged Off,E,15000, 60 months,RENT,96000,11.13,0,0,21
33390338,Charged Off,E,2325, 36 months,RENT,42000,23.540001,0,1,9
35226324,Charged Off,B,12000, 36 months,MORTGAGE,62400,31.65,0,0,36
35256290,Charged Off,G,27875, 60 months,MORTGAGE,73500,17.58,0,1,27
35146347,Charged Off,B,25000, 60 months,MORTGAGE,130000,19.639999,1,0,48
35126242,Charged Off,D,4450, 36 months,RENT,24000,27.139999,0,0,6
35216250,Charged Off,B,16575, 36 months,MORTGAGE,68000,21.129999,0,1,28
35074225,Charged Off,D,24350, 60 months,RENT,53000,24.76,0,0,10
35146218,Charged Off,F,11375, 60 months,RENT,37980,33.330002,0,0,18
35196324,Charged Off,D,4675, 36 months,RENT,50000,19.01,0,0,24
34473959,Charged Off,B,18000, 36 months,RENT,47904,12.17,1,0,12
35004747,Charged Off,D,35000, 60 months,RENT,155000,24.459999,2,0,23
35116244,Charged Off,D,17600, 60 months,MORTGAGE,49000,34.830002,0,0,35
35246238,Charged Off,G,16500, 60 months,MORTGAGE,46000,22.959999,2,1,21
34983632,Charged Off,F,12175, 60 months,RENT,34000,26.889999,0,1,43
35206224,Charged Off,B,10000, 36 months,MORTGAGE,50000,9.6499996,2,2,29
35216284,Charged Off,C,24125, 36 months,RENT,55000,30.559999,0,0,25
35176298,Charged Off,C,12000, 36 months,MORTGAGE,60000,30.26,0,0,21
34894280,Charged Off,F,16300, 60 months,RENT,48000,20.299999,0,3,20
35116288,Charged Off,C,15000, 36 months,RENT,54000,19.690001,0,1,20
35136291,Charged Off,D,24000, 60 months,RENT,87000,33.630001,0,2,25
35286249,Charged Off,D,9650, 36 months,RENT,27000,16,0,1,16
12687528,Charged Off,C,12475, 36 months,RENT,60920,6.4400001,0,1,8
34954475,Charged Off,B,10000, 36 months,MORTGAGE,45000,16,4,1,21
35256226,Charged Off,C,17000, 60 months,RENT,48000,33.130001,0,0,37
35156244,Charged Off,D,16000, 60 months,OWN,52000,11.93,0,0,32
34903874,Charged Off,B,15000, 36 months,OWN,62000,12.95,0,1,13
35146280,Charged Off,B,24000, 36 months,MORTGAGE,146587,16.809999,1,0,42
35156256,Charged Off,C,24800, 60 months,OWN,90000,30.43,0,0,16
35023294,Charged Off,C,14700, 36 months,RENT,57560,6.25,0,0,11
35276218,Charged Off,C,12000, 60 months,MORTGAGE,68000,9.1199999,1,1,41
34963395,Charged Off,A,4600, 36 months,RENT,53000,12,0,0,20
35146274,Charged Off,C,15000, 36 months,RENT,75000,13.33,0,0,20
33371018,Charged Off,E,21450, 60 months,RENT,43000,21.690001,0,0,21
35276280,Charged Off,D,8000, 36 months,RENT,122000,13.91,0,2,46
32218211,Charged Off,C,28000, 36 months,RENT,73200,15.49,0,0,37
34381879,Charged Off,D,11075, 36 months,MORTGAGE,100000,9.0600004,0,0,13
35116273,Charged Off,F,11975, 60 months,RENT,85558,31.809999,0,1,15
35196251,Charged Off,C,10000, 36 months,RENT,57391,29.9,0,1,22
35317147,Charged Off,E,28000, 36 months,MORTGAGE,75000,19.48,0,1,32
33311772,Charged Off,D,8200, 36 months,OWN,26000,29.459999,0,1,10
35074639,Charged Off,C,21000, 60 months,RENT,80000,5.5500002,0,0,11
35186166,Charged Off,C,20000, 36 months,RENT,88000,21.549999,0,0,12
35317134,Charged Off,C,12000, 60 months,MORTGAGE,35000,12.21,1,0,15
35307125,Charged Off,D,6300, 36 months,RENT,24576,31.98,0,0,11
35176137,Charged Off,A,18000, 36 months,RENT,91000,23.59,2,1,46
35166126,Charged Off,A,6000, 36 months,RENT,50000,5.1100001,1,0,21
35338156,Charged Off,C,5000, 36 months,RENT,30000,10.92,1,0,36
35327201,Charged Off,C,7200, 36 months,OWN,42000,34.369999,1,0,41
35286136,Charged Off,D,21725, 36 months,RENT,68000,19.1,1,0,31
35338172,Charged Off,E,4500, 36 months,RENT,37812.32,34.779999,2,0,33
34984819,Charged Off,C,20000, 60 months,MORTGAGE,60000,26.9,2,0,41
35146162,Charged Off,B,8400, 36 months,RENT,20020,14.39,0,0,20
35286149,Charged Off,E,14575, 60 months,MORTGAGE,58388,15.05,0,0,16
35156161,Charged Off,C,18000, 60 months,RENT,95000,11.28,0,0,20
35236207,Charged Off,A,22000, 36 months,MORTGAGE,100000,12.76,0,1,46
35196217,Charged Off,D,12575, 36 months,RENT,80000,10.16,0,1,37
34371993,Charged Off,A,9100, 36 months,MORTGAGE,85000,33.150002,0,0,44
34361938,Charged Off,B,28000, 60 months,MORTGAGE,115000,26.469999,0,0,33
34883446,Charged Off,E,19200, 36 months,RENT,60000,25.58,0,2,23
34984847,Charged Off,B,15000, 60 months,RENT,40000,29.219999,0,0,14
34873724,Charged Off,C,30000, 60 months,RENT,115000,14.81,0,0,16
34913815,Charged Off,D,15400, 60 months,MORTGAGE,65000,24.389999,1,0,49
35358140,Charged Off,D,12000, 60 months,RENT,53500,18.75,0,0,8
35014900,Charged Off,B,5000, 36 months,MORTGAGE,70000,18.1,0,0,35
35226214,Charged Off,C,10600, 36 months,MORTGAGE,42701,14.59,0,1,21
32519957,Charged Off,F,8875, 36 months,MORTGAGE,42000,4.9099998,0,2,8
35327128,Charged Off,E,12450, 60 months,RENT,36000,9.2299995,0,1,23
34743503,Charged Off,E,8825, 36 months,RENT,35000,14.16,0,0,11
33391643,Charged Off,C,35000, 60 months,MORTGAGE,205000,13.1,0,0,33
34663049,Charged Off,D,25000, 60 months,RENT,70000,30.41,0,0,17
35358164,Charged Off,C,16000, 60 months,RENT,45000,11.57,0,2,22
35014880,Charged Off,B,21500, 60 months,MORTGAGE,63000,26.09,0,1,31
35136168,Charged Off,C,20000, 36 months,MORTGAGE,130000,27.790001,1,0,28
34894684,Charged Off,D,7900, 36 months,MORTGAGE,49500,39.830002,0,0,26
35126158,Charged Off,E,11000, 60 months,MORTGAGE,37295,26.540001,0,2,45
35317173,Charged Off,A,2500, 36 months,OWN,78000,11.78,0,1,40
35296145,Charged Off,D,10000, 60 months,RENT,55000,26.99,0,0,21
34874915,Charged Off,E,16200, 60 months,MORTGAGE,40600,24.24,0,0,12
34924735,Charged Off,D,5875, 36 months,OWN,65000,17.43,0,0,31
34944879,Charged Off,C,6325, 36 months,MORTGAGE,24000,31.41,0,0,12
33611334,Charged Off,E,20000, 60 months,RENT,55000,21.860001,0,0,21
35064867,Charged Off,D,3600, 36 months,MORTGAGE,75710,9.54,0,0,25
34934863,Charged Off,B,8000, 36 months,OWN,50000,35.650002,0,1,21
34894790,Charged Off,B,17000, 36 months,MORTGAGE,105000,23.040001,0,2,33
34914877,Charged Off,C,15000, 60 months,MORTGAGE,55000,28.799999,1,0,17
33411185,Charged Off,C,25200, 60 months,MORTGAGE,55000,32.639999,0,0,44
34954863,Charged Off,C,2800, 36 months,OWN,80000,6.4099998,0,0,19
34444262,Charged Off,B,10000, 36 months,RENT,45000,12.53,0,0,13
35104805,Charged Off,C,6000, 36 months,RENT,36000,16.799999,0,0,16
35064842,Charged Off,C,14400, 60 months,OWN,60000,39.860001,0,0,31
34894812,Charged Off,C,10000, 60 months,MORTGAGE,82500,25.01,0,1,47
34984996,Charged Off,E,35000, 36 months,MORTGAGE,780000,1.33,0,2,31
34874871,Charged Off,E,11375, 36 months,RENT,30000,10.2,0,0,8
34984981,Charged Off,E,16000, 60 months,MORTGAGE,50000,17.67,0,1,11
35156126,Charged Off,D,29100, 60 months,MORTGAGE,58200,24.389999,0,0,24
35094702,Charged Off,D,30000, 60 months,RENT,63000,31.450001,0,1,29
35074654,Charged Off,B,35000, 60 months,RENT,120000,14.72,0,1,58
35104829,Charged Off,C,24000, 60 months,RENT,80000,25.940001,0,2,36
34453714,Charged Off,D,15000, 60 months,RENT,88690,33.82,0,1,31
34884961,Charged Off,C,35000, 60 months,RENT,140000,9.8000002,2,0,41
35166114,Charged Off,C,4000, 36 months,MORTGAGE,54000,12.8,0,0,8
34964938,Charged Off,E,14900, 60 months,RENT,91000,6.4000001,0,2,28
34985023,Charged Off,E,35000, 60 months,MORTGAGE,185000,17.200001,0,1,35
34884865,Charged Off,B,10000, 36 months,MORTGAGE,40000,23.41,0,0,12
34031823,Charged Off,B,6400, 36 months,OWN,25000,15.89,0,0,15
34413361,Charged Off,C,20000, 36 months,OWN,80000,21.68,0,1,21
34663430,Charged Off,A,15000, 36 months,MORTGAGE,62500,3.4200001,0,0,38
34503803,Charged Off,F,9250, 36 months,OWN,31200,30.379999,0,1,27
33371627,Charged Off,B,6500, 36 months,MORTGAGE,91000,19.459999,0,0,19
35104742,Charged Off,A,12000, 36 months,MORTGAGE,42000,21.969999,0,1,26
34884892,Charged Off,F,19500, 36 months,OWN,65000,11.52,1,1,19
34863758,Charged Off,E,6000, 36 months,RENT,120000,18.860001,0,1,22
34924793,Charged Off,D,24000, 60 months,MORTGAGE,180000,17.23,2,2,22
30335222,Charged Off,D,35000, 36 months,RENT,100000,28.889999,0,0,24
34894444,Charged Off,E,15950, 60 months,MORTGAGE,70000,22.84,0,1,37
35296114,Charged Off,D,3000, 36 months,RENT,45000,36.02,0,1,37
34884932,Charged Off,D,9100, 36 months,RENT,29154,30.18,0,0,18
34904776,Charged Off,C,3000, 36 months,RENT,28000,24.129999,0,0,15
34994995,Charged Off,D,15000, 36 months,RENT,55000,34.580002,1,0,20
34483099,Fully Paid,C,22000, 36 months,RENT,80000,34.290001,0,1,37
34342918,Fully Paid,C,12000, 60 months,MORTGAGE,50000,23.549999,0,1,14
34483127,Fully Paid,B,25000, 60 months,MORTGAGE,120000,19.49,1,0,27
34362999,Fully Paid,C,9000, 36 months,RENT,60000,9.3000002,0,5,6
34472554,Fully Paid,C,10000, 36 months,MORTGAGE,53000,19.66,1,1,21
34492794,Fully Paid,B,5000, 36 months,RENT,55000,26.58,0,1,32
33401507,Fully Paid,C,10000, 36 months,RENT,30000,13,0,0,10
34443175,Fully Paid,C,12000, 36 months,MORTGAGE,35000,22.690001,0,0,34
34323010,Fully Paid,D,35000, 60 months,MORTGAGE,95000,9.3400002,0,1,32
34332934,Fully Paid,C,10000, 36 months,RENT,40000,11.4,0,0,5
33241466,Fully Paid,C,8125, 36 months,MORTGAGE,38400,32.720001,0,0,25
34462990,Fully Paid,B,20000, 36 months,RENT,55251,22.41,0,0,20
34312870,Fully Paid,C,14150, 36 months,MORTGAGE,32320,23.58,0,0,25
33661236,Fully Paid,C,18000, 60 months,RENT,75000,8.3800001,0,0,8
34382895,Fully Paid,C,10000, 36 months,MORTGAGE,105000,7.9899998,1,0,32
34412835,Fully Paid,C,20000, 60 months,MORTGAGE,120000,17.540001,0,0,16
34503025,Fully Paid,A,15000, 36 months,OWN,75000,23.52,0,2,18
34342848,Fully Paid,D,14350, 60 months,OWN,55000,11.65,0,0,18
34512876,Fully Paid,C,12000, 36 months,RENT,33280,28.66,0,1,42
34502995,Fully Paid,B,10000, 36 months,MORTGAGE,45000,34.610001,2,0,16
32098482,Fully Paid,D,8000, 36 months,RENT,55000,37.119999,0,1,38
34332967,Fully Paid,C,32500, 60 months,RENT,82500,14.13,0,0,12
34422896,Fully Paid,B,22000, 60 months,MORTGAGE,108000,19.190001,0,0,28
30035017,Fully Paid,A,25000, 36 months,MORTGAGE,83000,23.549999,1,0,35
34412857,Fully Paid,B,3600, 36 months,RENT,25000,6.4400001,1,1,17
30505949,Fully Paid,B,15000, 36 months,RENT,75000,26.66,0,2,45
34422976,Fully Paid,B,20000, 60 months,RENT,43000,25.15,0,0,11
34483044,Fully Paid,B,8000, 36 months,RENT,40000,25.530001,0,0,8
34492783,Fully Paid,B,7500, 36 months,MORTGAGE,60000,16.299999,1,1,26
34492556,Fully Paid,A,20000, 60 months,MORTGAGE,65000,19.15,0,0,19
34362961,Fully Paid,B,10000, 36 months,RENT,35000,9.3999996,0,0,13
34321918,Fully Paid,C,18900, 36 months,OWN,45000,6.77,0,0,32
33140566,Fully Paid,C,35000, 60 months,MORTGAGE,98951,24.879999,0,0,36
34432897,Fully Paid,C,20000, 60 months,MORTGAGE,75000,15.82,0,0,18
34272891,Fully Paid,C,10000, 36 months,MORTGAGE,90000,6.8000002,0,1,22
34272846,Fully Paid,C,14000, 60 months,RENT,46000,8.1899996,0,0,7
34362900,Fully Paid,B,18000, 36 months,RENT,80000,17.6,1,0,15
34452863,Fully Paid,D,8000, 36 months,MORTGAGE,39000,11.98,0,1,23
34372898,Fully Paid,B,13500, 36 months,RENT,56000,18.17,1,0,67
29053709,Fully Paid,B,16000, 36 months,RENT,55000,19.92,0,0,26
34403051,Fully Paid,B,35000, 36 months,MORTGAGE,225000,16.33,0,0,49
34412842,Fully Paid,A,7000, 36 months,RENT,68825,2.96,0,0,13
34342889,Fully Paid,D,12000, 36 months,MORTGAGE,46200,12.24,0,1,16
34462894,Fully Paid,C,21000, 60 months,MORTGAGE,75000,22.75,0,1,31
34422900,Fully Paid,B,21000, 60 months,MORTGAGE,130000,15.06,0,0,24
34302990,Fully Paid,A,5000, 36 months,RENT,87500,16.6,2,0,27
34472580,Fully Paid,E,8975, 36 months,RENT,24960,24.23,0,1,13
34402711,Fully Paid,C,7975, 36 months,MORTGAGE,34000,32.299999,0,0,24
31257546,Fully Paid,C,15000, 60 months,MORTGAGE,40000,12.78,0,0,24
34432576,Fully Paid,B,16000, 36 months,MORTGAGE,68000,16.4,1,2,18
34412929,Fully Paid,B,2200, 36 months,MORTGAGE,70000,20.74,1,0,28
34372904,Fully Paid,D,2000, 36 months,RENT,72000,3.5999999,0,0,12
34382894,Fully Paid,C,2200, 36 months,RENT,35000,20.23,0,1,14
34412848,Fully Paid,C,10000, 36 months,MORTGAGE,32000,14.14,2,2,22
33111441,Fully Paid,C,5225, 36 months,MORTGAGE,52000,28.85,1,1,37
34422937,Fully Paid,B,7000, 36 months,MORTGAGE,35000,15.64,1,1,25
34312887,Fully Paid,D,12000, 36 months,RENT,54000,36.18,6,2,31
34483011,Fully Paid,D,14275, 60 months,MORTGAGE,62000,18.76,0,1,41
32169428,Fully Paid,E,20500, 60 months,MORTGAGE,49000,21.450001,0,0,18
34483067,Fully Paid,C,15000, 60 months,RENT,55000,14.31,0,0,9
34373019,Fully Paid,C,20000, 60 months,OWN,105000,25.540001,0,0,14
33191744,Fully Paid,E,7000, 36 months,RENT,46000,13.59,0,0,10
33381727,Fully Paid,D,35000, 60 months,MORTGAGE,105000,32.119999,1,0,40
34483026,Fully Paid,C,30000, 60 months,OWN,200000,16.5,1,0,29
34302010,Fully Paid,B,35000, 36 months,MORTGAGE,120000,21.559999,0,1,25
33521642,Fully Paid,C,35000, 36 months,MORTGAGE,130000,11.7,0,0,44
34492772,Fully Paid,C,5000, 36 months,RENT,64000,27.209999,0,0,28
34432862,Fully Paid,D,35000, 36 months,MORTGAGE,180000,5.5799999,0,0,5
34282786,Fully Paid,B,15000, 36 months,RENT,108000,9.1000004,0,0,19
34372719,Fully Paid,D,10000, 36 months,MORTGAGE,46873.199,31.870001,0,1,21
34291878,Fully Paid,C,8000, 36 months,MORTGAGE,53000,14.22,0,0,16
34292839,Fully Paid,C,20000, 60 months,MORTGAGE,75000,24.41,0,1,33
33471519,Fully Paid,E,28325, 60 months,MORTGAGE,80000,13.13,1,1,26
34292992,Fully Paid,D,15000, 60 months,MORTGAGE,45000,14.37,2,0,43
34372935,Fully Paid,B,10000, 36 months,MORTGAGE,53000,10.78,1,1,20
34412849,Fully Paid,C,35000, 36 months,RENT,114000,16.709999,3,0,38
34333036,Fully Paid,B,4000, 36 months,MORTGAGE,67400,16.98,0,1,13
34512864,Fully Paid,B,6600, 36 months,RENT,58560,25.040001,2,0,39
34392781,Fully Paid,C,12000, 36 months,RENT,49500,23.690001,0,0,16
34161822,Fully Paid,C,14000, 60 months,MORTGAGE,75240,11.64,0,1,36
34472988,Fully Paid,B,1000, 36 months,RENT,42000,10.43,0,1,28
34352927,Fully Paid,C,5000, 36 months,RENT,40000,22.73,0,3,33
34443211,Fully Paid,A,23000, 36 months,MORTGAGE,100000,8.6999998,0,0,33
34282916,Fully Paid,B,8000, 36 months,MORTGAGE,121000,10.34,0,0,16
34492770,Fully Paid,B,8800, 36 months,RENT,72000,18.93,0,0,10
34443070,Fully Paid,A,25000, 36 months,MORTGAGE,120000,23.059999,0,0,24
34492853,Fully Paid,B,3500, 36 months,MORTGAGE,50000,3.9400001,0,1,13
34301990,Fully Paid,D,4000, 36 months,RENT,56000,2.1400001,0,1,6
34332878,Fully Paid,B,31175, 36 months,MORTGAGE,68000,10.71,1,1,24
34392895,Fully Paid,A,20000, 36 months,RENT,65000,17.120001,0,0,21
34302943,Fully Paid,B,10000, 36 months,OWN,66700,28.049999,2,0,15
34403084,Fully Paid,C,20000, 60 months,MORTGAGE,50000,22.35,0,1,25
34443173,Fully Paid,D,11200, 60 months,MORTGAGE,30000,26.120001,0,0,13
34302938,Fully Paid,A,35000, 36 months,MORTGAGE,145000,16.25,0,0,54
33411076,Fully Paid,C,30300, 60 months,MORTGAGE,105000,23.23,0,1,26
34312799,Fully Paid,B,10400, 60 months,RENT,44000,3.4400001,0,1,34
34492841,Fully Paid,D,6000, 36 months,RENT,40000,8.2799997,0,1,6
34342946,Fully Paid,A,12000, 36 months,MORTGAGE,52000,9.4399996,0,0,24
34361986,Fully Paid,E,2125, 36 months,MORTGAGE,36000,9.9700003,0,3,12
30776229,Fully Paid,B,35000, 36 months,MORTGAGE,168000,28.51,0,0,38
33451606,Fully Paid,D,10200, 60 months,RENT,21000,33.43,1,1,7
34312787,Fully Paid,B,17000, 36 months,RENT,37440,39.389999,0,0,35
34332970,Fully Paid,C,14000, 36 months,MORTGAGE,70000,12.94,0,3,31
34412851,Fully Paid,C,7000, 36 months,RENT,34396,22.92,0,3,34
34352848,Fully Paid,D,26300, 60 months,RENT,57600,35.330002,0,0,33
34512990,Fully Paid,A,17000, 36 months,MORTGAGE,56000,21.65,0,3,35
34371908,Fully Paid,A,8000, 36 months,RENT,36500,27.92,0,0,15
34483092,Fully Paid,B,20000, 60 months,OWN,68200,29.34,0,2,33
34443158,Fully Paid,A,15000, 36 months,MORTGAGE,78000,13.45,0,0,21
33270713,Fully Paid,D,10000, 36 months,MORTGAGE,143000,6.3000002,0,0,17
34462978,Fully Paid,B,15000, 60 months,MORTGAGE,40000,12.33,3,0,32
34282955,Fully Paid,B,12000, 36 months,MORTGAGE,74000,13.95,0,0,8
32009366,Fully Paid,B,7800, 36 months,RENT,45000,31.92,0,0,21
34332893,Fully Paid,C,8150, 36 months,MORTGAGE,24500,9.8000002,3,1,23
33501427,Fully Paid,C,28000, 36 months,MORTGAGE,97552,26.4,0,0,25
34352975,Fully Paid,E,19000, 60 months,MORTGAGE,60000,25.08,0,0,18
34452768,Fully Paid,C,19125, 60 months,MORTGAGE,80000,17.370001,1,0,37
32310027,Fully Paid,A,18000, 36 months,OWN,47000,20.299999,0,1,19
34512982,Fully Paid,C,16000, 36 months,RENT,40000,23.040001,0,1,18
34483033,Fully Paid,C,35000, 60 months,MORTGAGE,80000,23.49,0,0,35
34402995,Fully Paid,F,9925, 36 months,RENT,45614.398,27.15,0,1,18
34392933,Fully Paid,B,20000, 36 months,OWN,107000,10.79,0,0,11
34472835,Fully Paid,B,10000, 36 months,RENT,35000,11.8,0,0,14
34363001,Fully Paid,A,10000, 36 months,RENT,57200,33.419998,0,0,27
34432955,Fully Paid,C,20000, 60 months,MORTGAGE,80000,34.93,0,0,16
34272911,Fully Paid,A,15000, 36 months,MORTGAGE,83500,15.82,0,0,23
34372957,Fully Paid,C,7550, 36 months,RENT,80000,13.85,0,1,23
34422963,Fully Paid,C,10000, 36 months,MORTGAGE,75277,22.969999,3,0,18
34472865,Fully Paid,C,2500, 36 months,OWN,155000,17.32,1,0,32
34432938,Fully Paid,A,15000, 36 months,RENT,71500,13.09,0,0,17
34502998,Fully Paid,B,8000, 36 months,OWN,56000,7.1399999,0,2,11
34452881,Fully Paid,A,7000, 36 months,RENT,35000,6.1199999,0,1,17
31777854,Fully Paid,D,3575, 36 months,RENT,23000,6.52,0,0,16
34452713,Fully Paid,A,7500, 36 months,RENT,65000,21.709999,1,0,47
34452862,Fully Paid,B,5000, 36 months,MORTGAGE,65000,16.77,0,1,23
34272584,Fully Paid,B,22000, 60 months,RENT,67000,13.47,0,0,29
